Date,Title,Attack_type,Industry,Actor,Motivation,Tactic,Technique,Technique_ID,Procedure,Source
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Persistence (mobile),Broadcast Receivers,T1402,Hexed Noodle subscribes to BOOT_COMPLETED MY_PACKAGE_REPLACED SMS_RECEIVED and PACKAGE_INSTALL broadcasts,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Persistence (mobile),Boot Autostart,T1547,The Hexed Noodle app starts on receipt of the BOOT_COMPLETED notification,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Defence Evasion (mobile),Obfuscated Files or Information,T1406,Hexed Noodle configuration is stored in the app as hex encoded strings containing a 16 byte XOR-key prefix â€“ in common with other AppleSeed variants.,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Collection,Archive Collected Data Via Library,T1560.002,Hexed Noodle data is Zip compressed before encryption using standard libraries,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Collection,Data from Local System,T1005,Hexed Noodle collects SMS messages and certain filesystem documents,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Collection ,Automated Collection,T1119,Hexed Noodle regularly scans file and SMS directories for changes to trigger exfiltration,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Collection(mobile),Capture SMS Messages,T1412,Hexed Noodle collects both stored and incoming SMS messages possibly enabling the bypass of SMS-based two-factor authentication,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Discovery(mobile),File and Directory Discovery,T1420,Hexed Noodle contains a command to list filesystem contents,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Command and Control,Web Protocols,T1071.001,Hexed Noodle uses HTTP requests for tasking and exfiltration,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Exfiltration,Data Transfer Size Limits,T1030,Hexed Noodle uploads files in chunks of at most 10MB,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Exfiltration,Exfiltration over C2 Channel,T1041,Hexed Noodle exfiltration and tasking are HTTP POST requests to the same server with different parameters,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Exfiltration (mobile),Data Encrypted,T1532,"Hexed Noodle exfiltrated data is encrypted, prepended with the 16 byte XOR key and Hex encoded",UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Exfiltration (mobile),Standard Application Layer Protocol,T1437,Hexed Noodle exfiltrates data using HTTP POST requests,UK
20-Sep-21,Hexed Noodle,Malware,Security,Unknown,Unknown,Impact (mobile),SMS Control,T1582,Hexed Noodle enables the operator to send SMS messages from the victim device,UK
20-Sep-21,Wishful Woodchuck,Keylogging,Unknown,Turla,Unknown,Collection,Input Capture: Keylogging,T1056.001,Wishful Woodchuck uses Windows API calls to log keystrokes,UK
20-Sep-21,Wishful Woodchuck,Keylogging,Unknown,Turla,Unknown,Defense Evasion,Obfuscated Files or Information,T1027,Wishful Woodchuck uses multi-byte XOR obfuscation of strings in its binary and log file,UK
20-Sep-21,Wishful Woodchuck,Keylogging,Unknown,Turla,Unknown,Defense Evasion,Obfuscated Files or Information,T1027,Wishful Woodchuck dynamically resolves Windows API functions using names XORed with 0x55,UK
20-Sep-21,Wishful Woodchuck,Keylogging,Unknown,Turla,Unknown,Defense Evasion,Masquerading: Match Legitimate Name or Location,T1036.005,Wishful Woodchuck uses a filename (lmm32.dll) similar to a legitimate Windows signed binary (imm32.dll),UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Reconnaissance,Gather Victim Host Information,T1592,"Volt Typhoon conducts extensive pre-compromise reconnaissance. This includes web searches, including victim owned sites, for victim host, identity, and network information, especially for information on key network and IT administrators.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Reconnaissance,Gather Victim Identity Information,T1589,Volt Typhoon conducts extensive pre-compromise reconnaissance to learn about the target organization’s staff.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Reconnaissance,Gather Victim Identity Information: Email Addresses,T1589.002,Volt Typhoon targets the personal emails of key network and IT staff.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Reconnaissance,Gather Victim Network Information,T1590,Volt Typhoon conducts extensive pre-compromise reconnaissance to learn about the target organization’s network.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Reconnaissance,Gather Victim Org Information,T1591,Volt Typhoon conducts extensive pre-compromise reconnaissance to learn about the target organization.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Reconnaissance,Search Open Websites/Domains,T1593,"Volt Typhoon conducts extensive pre-compromise reconnaissance. This includes web searches, including victim owned sites, for victim host, identity, and network information, especially for information on key network and IT administrators.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Reconnaissance,Search Victim-Owned Websites,T1594,"Volt Typhoon conducts extensive pre-compromise reconnaissance. This includes web searches, including victim owned sites, for victim host, identity, and network information, especially for information on key network and IT administrators.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Resource Development,Acquire Infrastructure: Botnet,T1583.003,Volt Typhoon uses multi-hop proxies for command-and-control infrastructure. The proxy is typically composed of Virtual Private Servers (VPSs) or small office/home office (SOHO) routers.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Resource Development,Compromise Infrastructure: Botnet,T1584.005,Volt Typhoon used Cisco and NETGEAR end-of-life SOHO routers implanted with KV Botnet malware to support their operations.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Resource Development,Compromise Infrastructure: Server,T1584.004,"Volt Typhoon has redirected specific port traffic to their proxy infrastructure, effectively converting the PRTG’s Detection Guidance server into a proxy for their C2 traffic.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Resource Development,Develop Capabilities: Exploits,T1587.004,"Volt Typhoon uses publicly available exploit code, but is also adept at discovering and exploiting vulnerabilities as zero days.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Resource Development,Obtain Capabilities: Exploits,T1588.005>,"Volt Typhoon uses publicly available exploit code, but is also adept at discovering and exploiting vulnerabilities as zero days.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Initial Access,Exploit Public-Facing Application,T1190,"Volt Typhoon commonly exploits vulnerabilities in networking appliances such as Fortinet, Ivanti (formerly Pulse Secure), NETGEAR, Citrix, and Cisco.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Initial Access,External Remote Services,T1133,"Volt Typhoon often uses VPN sessions to securely connect to victim environments, enabling discreet follow-on intrusion activities.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Execution,Command and Scripting Interpreter,T1059,Volt Typhoon uses hands-on-keyboard execution for their malicious activity via the command-line.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Execution,Command and Scripting Interpreter: PowerShell,T1059.001>,Volt Typhoon has executed clients via PowerShell.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Execution,Command and Scripting Interpreter: Unix Shell,T1059.004,"Volt Typhoon has used Brightmetricagent.exe, which contains multiplexer libraries that can bi-directionally stream data over through NAT networks and contains a commandline interface (CLI) library that can leverage command shells such as PowerShell, Windows Management, Instrumentation (WMI), and Z Shell (zsh).",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Execution,Windows Management Instrumentation,T1047,Volt Typhoon has used Windows Management Instrumentation Console (WMIC) commands.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Persistence,Valid Accounts,T1078>,Volt Typhoon primarily relies on valid credentials for persistence.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Privilege Escalation,Exploitation for Privilege Escalation,T1068,Volt Typhoon first obtains credentials from public-facing appliances after gaining initial access by exploiting privilege escalation vulnerabilities in the operating system or network services.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Defense Evasion Defense Evasion,Direct Volume Access,T1006,Volt Typhoon has executed the Windows-native vssadmin command to create a volume shadow copy.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Defense Evasion Defense Evasion,Indicator Removal: Clear Persistence,T1070.009,"Volt Typhoon has selectively cleared Windows Event Logs, system logs, and other technical artifacts to remove evidence of their intrusion activity and masquerading file names.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Defense Evasion Defense Evasion,Indicator Removal: Clear Windows Event Logs,T1070.001,"Volt Typhoon has selectively cleared Windows Event Logs, system logs, and other technical artifacts to remove evidence of their intrusion activity and masquerading file names.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Defense Evasion Defense Evasion,Indicator Removal: File Deletion,T1070.004,"Volt Typhoon created systeminfo.dat in C:\Users\Public\Documents, but subsequently deleted it.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Defense Evasion Defense Evasion,Masquerading: Match Legitimate Name or Location,T1036.005,"Volt Typhoon has selectively cleared Windows Event Logs, system logs, and other technical artifacts to remove evidence of their intrusion activity and masquerading file names.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Defense Evasion Defense Evasion,Modify Registry,T1112,"Volt Typhoon has used the netsh command, a legitimate Windows command, to create a PortProxy registry modification on the PRTG server.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Defense Evasion Defense Evasion,Obfuscated Files or Information: Software Packing,T1027.002,Volt Typhoon has obfuscated FRP client files (BrightmetricAgent.exe and SMSvcService.exe) and the command-line port scanning utility ScanLine by packing the files with Ultimate Packer for Executables (UPX).,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Defense Evasion Defense Evasion,System Binary Proxy Execution,T1218,"Volt Typhoon uses hands-on-keyboard activity via the command-line and use other native tools and processes on systems (often referred to as “LOLBins”), known as LOTL, to maintain and expand access to the victim networks.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Credential Access,Brute Force: Password Cracking,T1110.002,Volt Typhoon has exfiltrated NTDS.dit and SYSTEM registry hive to crack passwords offline.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Credential Access,Credentials from Password Stores,T1555,"Volt Typhoon has installed browsers saved passwords history, credit card details, and cookies.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Credential Access,Credentials from Password Stores: Credentials from Web Browsers,T1555.003,"Volt Typhoon has strategically targeted network administrator web browser data, focusing on both browsing history and stored credentials.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Credential Access,OS Credential Dumping: LSASS Memory,T1003.001,Volt Typhoon used a DLL with MiniDump and the process ID of Local Security Authority Subsystem Service (LSASS) to dump the LSASS process memory and obtain credentials.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Credential Access,OS Credential Dumping: NTDS,T1003.003,Volt Typhoon appears to prioritize obtaining valid credentials by extracting the Active Directory database file (NTDS.dit).,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Credential Access,Unsecured Credentials,T1552,Volt Typhoon has obtained credentials insecurely stored on an appliance.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Credential Access,Unsecured Credentials: Private Keys,T1552.004,"Volt Typhoon has accessed a Local State file that contains the Advanced Encryption Standard (AES) encryption key used to encrypt the passwords stored in the Chrome browser, which enables the actors to obtain plaintext passwords stored in the Login Data file in the Chrome browser.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,Account Discovery: Local Account,T1087.001,Volt Typhoon executed net user and quser for user account information.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,Application Window Discovery,T1010,"Volt Typhoon created and accessed a file named rult3uil.log on a Domain Controller in C:\Windows\System32\. The rult3uil.log file contained user activities on a compromised system, showcasing a combination of window title information and focus shifts, keypresses, and command executions across Google Chrome and Windows PowerShell, with corresponding timestamps.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,Browser Information Discovery,T1217,"Volt Typhoon has installed browsers saved passwords history, credit card details, and cookies.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,File and Directory Discovery,T1083,"Volt Typhoon enumerated several directories, including directories containing vulnerability testing and cyber related content and facilities data, such as construction drawings.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,Log Enumeration,T1654,Volt Typhoon has captured successful logon events.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,Network Service Discovery,T1046,"Volt Typhoon has used commercial tools, LOTL utilities, and appliances already present on the system for system information, network service, group, and user discovery.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,Peripheral Device Discovery,T1120,Volt Typhoon has obtained the victim's system screen dimension and display devices information.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,Permission Groups Discovery,T1069,"Volt Typhoon has used commercial tools, LOTL utilities, and appliances already present on the system for system information, network service, group, and user discovery.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,Process Discovery,T1057,Volt Typhoon executed tasklist /v to gather a detailed process listing.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,Query Registry,T1012,Volt Typhoon has interacted with a PuTTY application by enumerating existing stored sessions.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,Software Discovery,T1518,Volt Typhoon has obtained the victim's list of applications installed on the victim's system.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,System Information Discovery,T1082,"Volt Typhoon has used commercial tools, LOTL utilities, and appliances already present on the system for system information, network service, group, and user discovery.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,System Location Discovery,T1614,Volt Typhoon has obtained the victim's system current locale.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,System Network Configuration Discovery: Internet Connection Discovery,T1016.001,Volt Typhoon employs ping with various IP addresses to check network connectivity and net start to list running services.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,System Owner/User Discovery,T1033,"Volt Typhoon has used commercial tools, LOTL utilities, and appliances already present on the system for system information, network service, group, and user discovery.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,System Service Discovery,T1007,Volt Typhoon employs ping with various IP addresses to check network connectivity and net start to list running services.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Discovery,System Time Discovery,T1124,Volt Typhoon has obtained the victim's system timezone.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Lateral Movement,Remote Service Session Hijacking,T1563,"Volt Typhoon potentially had access to a range of critical PuTTY profiles, including those for water treatment plants, water wells, an electrical substation, operational technology systems, and network security devices. This would enable them to access these critical systems.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Lateral Movement,Remote Services: Cloud Services,T1021.007,"During the period of Volt Typhoon’s known network presence, there were anomalous login attempts to an Azure tenant potentially using credentials previously compromised from theft of NTDS.dit.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Lateral Movement,Remote Services: Remote Desktop Protocol,T1021.001,Volt Typhoon has moved laterally to the Domain Controller via an interactive RDP session using a compromised account with domain administrator privileges.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Lateral Movement,Use Alternate Authentication Material,T1550,Volt Typhoon may be capable of using other methods such as Pass the Hash or Pass the Ticket for lateral movement.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Lateral Movement,Valid Accounts: Cloud Accounts,T1078.004,"During the period of Volt Typhoon’s known network presence, there were anomalous login attempts to an Azure tenant potentially using credentials previously compromised from theft of NTDS.dit.",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Collection,Archive Collected Data,T1560,Volt Typhoon collected sensitive information obtained from a file server in multiple zipped files.,UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Collection,Archive Collected Data: Archive via Utility,T1560.001,"Volt Typhoon has compressed and archived the extracted ntds.dit and accompanying registry files (by executing ronf.exe, which was likely a renamed version of rar.exe).",UK
02-Aug-24,PRC state-sponsored actors compromise and maintain persistent access to U.S. critical infrastructure,DUMMY,"Communications, Energy, Transportation Systems, and Water and Wastewater Systems",Volt Typhoon,pre-positioning themselves on IT networks to enable lateral movement to OT assets to disrupt functions,Collection,Data Staged,T1074,"Volt Typhoon accessed the file C:\Users\{redacted}\Downloads\History.zip, which presumably contained data from the User Data directory of the user’s Chrome browser, which the actors likely saved in the Downloads directory for exfiltration.",UK
